Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas_final,Jugador2,Jugador,Calificacion,Zonas,Categoria,Optional Column
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:46:28,00:46:28,0.000,8,5,6,,7,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:46:34,00:46:34,0.000,18,7,5,,8,largo,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:46:44,00:46:44,0.000,21,11,7,,24,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Perdida,,00:46:46,00:46:46,0.000,Volver,,7,,24,Interceptado,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:47:22,00:47:22,0.000,11,2,6,,10,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:47:27,00:47:27,0.000,11,5,2,,12,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:47:31,00:47:31,0.000,10,6,5,,11,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:47:33,00:47:33,0.000,13,3,5,,10,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:47:41,00:47:41,0.000,12,2,6,,10,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:47:44,00:47:44,0.000,10,6,2,,12,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:47:49,00:47:49,0.000,11,5,6,,10,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:47:59,00:47:59,0.000,20,11,5,,11,largo,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Perdida,,00:47:59,00:47:59,0.000,Volver,,5,,11,Balon afuera fondo,
