Session.Start.Date,tiempo,partido,Session.Start,Session.End,Evento,Tag.Notes,Tag.Start,Tag.End,Tag.Duration.(secs),coord.final,Jugador.2,Jugador.1,Calificacion,coord.inicial,Subevento,Optional.Column,segundos,remate-Gol,remate-Fuera,remate-Al-arco,remate-Interceptado,remate-Cabeza,pase-Asistencia,pase-Completado,pase-Incompleto,pase-Inteligente,centro-Asistencia,centro-Completado,centro-Interceptado,centro-Bloqueado,centro-Fuera,duelo-Aereo-Perdido,duelo-Aereo-Ganado,duelo-Disputa-suelo-Perdida,duelo-Disputa-suelo-Ganada,duelo-Gambeta-contra-Ganada,duelo-Gambeta-contra-Perdida,duelo-Gambeta-favor-Perdida,duelo-Gambeta-favor-Ganada,duelo-Pivote-Perdido,duelo-Pivote-Ganado,falta-Cometida,falta-Recibida,falta-Penal-cometido,falta-Penal-recibido,falta-Offside,falta-Tarjeta-amarilla,falta-Tarjeta-roja,recuperacion-Robo,recuperacion-Encontrada,recuperacion-Intercepcion-suelo,recuperacion-Intercepcion-aereo,recuperacion-Intercepcion-anticipo,recuperacion-Disputa-suelo,parado-Lateral-interceptado,parado-Lateral-completado,parado-Corner-interceptado,parado-Corner-completado,parado-Tiro-libre-incompleto,parado-Tiro-libre-completado,perdida-Gambeta,perdida-Robo,perdida-Intercepcion,perdida-Error-tecnico,perdida-Balon-fuera,perdida-Error-tactico,perdida-Atajada,arquero-Gol-rival,arquero-Gol-rival-atajable,arquero-Atajada,arquero-Intercepcion-aerea,arquero-Intercepcion,arquero-Anticipo,arquero-Saque-mano,arquero-Saque-pie,arquero-Saque-meta,coord.final.num,coord.inicial.x,coord.final.x,coord.inicial.y,coord.final.y
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:17:31,00:17:31,0.0,"111,85",5,6.0,,"91,134",corto,,1051.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,90.89421315519569,111.27072810688841,133.7824236624302,84.69828962371888
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:17:35,00:17:35,0.0,"104,38",2,5.0,,"107,101",corto,,1055.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,107.19198975880077,103.95262061052043,101.18606952777756,37.981392903387736
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:17:36,00:17:36,0.0,"147,23",10,2.0,,"102,37",corto,,1056.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,102.35266009959611,146.7258147985922,36.577809173956,23.21444177400318
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:17:37,00:17:37,0.0,"172,26",3,10.0,,"181,3",corto,,1057.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,180.75530682333738,171.9314968091296,3.3273798063517432,25.784856355438684
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:17:40,00:17:40,0.0,"214,99",9,3.0,,"148,15",medio,,1060.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,148.35338360741534,214.0951243260504,15.335568657878902,99.11865092284145
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,perdida,,00:17:40,00:17:40,0.0,,,3.0,,"153,11",interceptado,,1060.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,152.62871004095678,,11.000506913120013,
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,falta,,00:19:47,00:19:47,0.0,,,5.0,,"119,64",recibida,,1187.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,118.87583399706412,,64.39061799906617,
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,falta,,00:20:29,00:20:29,0.0,,,3.0,,"71,92",hecha,,1229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,71.45635755578695,,92.43607751187815,
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:22:23,00:22:23,0.0,"178,138",7,1.0,,"12,82",s arquero pie,,1343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.0,11.817549090157456,177.67124720568185,82.34479152022348,138.21563270361003
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:22:29,00:22:29,0.0,"168,123",8,7.0,,"148,140",corto,,1349.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,147.63964792460052,167.60312277285436,139.74577733678154,123.47093083237064
