Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas_final,Jugador2,Jugador,Calificacion,Zonas,Categoria,Optional Column
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:32:31,00:32:31,0.000,10,2,5,,10,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:32:32,00:32:32,0.000,8,6,2,,10,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:32:36,00:32:36,0.000,7,2,6,,8,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:32:40,00:32:40,0.000,10,3,2,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:32:44,00:32:44,0.000,13,10,3,,10,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,00:32:45,00:32:45,0.000,Volver,,3,,10,Interceptado,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Falta,,00:32:47,00:32:47,0.000,Volver,,5,,13,Recibida,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:33:34,00:33:34,0.000,13,3,2,,10,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:33:39,00:33:39,0.000,9,6,3,,13,medio,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:33:40,00:33:40,0.000,8,2,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:33:43,00:33:43,0.000,10,3,2,,11,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:33:58,00:33:58,0.000,7,2,1,,2,corto,
